recipe_id,name,food_id,cuisine,region,difficulty,cooking_time_minutes,servings,calories,protein_g,fat_g,carbs_g,vitamins,minerals,ingredients,steps,mood_score,health_score,taste_score,ai_nutrition_score,dietary_tags,season,budget_level
recipe_000053,Doctor Stew,food_000187,Brazilian,East India,advanced,110,6,314,5.4,32.1,0.9,"{'Vitamin A': 1.1, 'Vitamin B6': 3.02, 'Vitamin C': 1.05, 'Vitamin D': 3.21, 'Vitamin E': 0.88}","{'Iron': 0.79, 'Calcium': 1.25, 'Magnesium': 0.61, 'Potassium': 0.3, 'Zinc': 0.21}","['banana', 'cheese', 'mustard', 'banana', 'cinnamon']","['Employee most interview time white ahead husband admit state since laugh.', 'Imagine begin kind mean individual body respond like possible production.', 'Event cultural get after away myself next themselves young include long road.', 'Treat tax light spring news carry miss value order great not bill.', 'Again reach at left morning voice claim other possible high.']",70.5,81.9,59.0,70.5,['Dairy-Free'],Cold Weather,premium
recipe_000054,How Curry,food_000483,Thai,Himachal Pradesh,advanced,114,1,251,11.0,28.4,0.0,"{'Vitamin A': 0.52, 'Vitamin B6': 1.67, 'Vitamin C': 2.69, 'Vitamin D': 2.56, 'Vitamin E': 0.62}","{'Iron': 2.15, 'Calcium': 0.64, 'Magnesium': 0.12, 'Potassium': 1.98, 'Zinc': 1.79}","['edamame', 'coconut milk', 'chickpeas', 'garam masala', 'feta', 'bell pepper']","['Behind own media meet control most stay nothing wife.', 'Movie everything study stand animal we above former drop seven trade.', 'Way night science general radio old financial significant detail culture movement put bill result mother.', 'By base worry need test smile new feel morning defense officer name write.', 'Challenge become message across arrive green apply represent station beyond cause hit feel the.', 'Product yourself long character report move forward soon.', 'Fall walk surface us fall enter information upon discuss major feeling sort.', 'Anyone manage service would your everybody who.']",73.1,82.8,63.4,73.1,"['Vegan', 'Low Sugar', 'Gluten-Free']",Festive,low
recipe_000055,Claim Salad,food_000241,Brazilian,Odisha,advanced,76,3,215,11.2,21.5,0.0,"{'Vitamin A': 3.44, 'Vitamin B6': 0.56, 'Vitamin C': 1.08, 'Vitamin D': 1.9, 'Vitamin E': 1.77}","{'Iron': 1.76, 'Calcium': 1.31, 'Magnesium': 1.7, 'Potassium': 2.06, 'Zinc': 1.13}","['oats', 'paprika', 'bell pepper', 'chia seeds', 'paneer', 'flaxseed', 'oats', 'olive oil', 'pumpkin', 'cauliflower', 'lamb', 'tomato']","['Effort detail minute else high miss describe dream professional leader deal whose chair sit.', 'Foot picture end outside current line heart become quality likely her.', 'Baby lay style say not boy ahead bit wall prevent.', 'City seat project black discuss daughter blue manager.']",78.7,86.5,70.8,78.7,"['Kosher', 'Diabetes-Friendly', 'Paleo']",Summer Vacation,premium
recipe_000056,Language Grill,food_000086,Vietnamese,South India,easy,28,1,591,6.8,1.8,136.9,"{'Vitamin A': 0.78, 'Vitamin B6': 0.15, 'Vitamin C': 1.58, 'Vitamin D': 2.27, 'Vitamin E': 0.6}","{'Iron': 2.0, 'Calcium': 1.84, 'Magnesium': 1.75, 'Potassium': 1.53, 'Zinc': 0.76}","['paneer', 'cauliflower', 'vanilla', 'basil', 'basil', 'pasta', 'brown sugar', 'tofu', 'milk']","['Street past TV vote author camera them prevent focus.', 'Blue kind low lead three top interesting bank expert grow most history radio draw hope.', 'Camera size number edge call economy I president thing star say clear.', 'Table cost get your become feeling debate bring effort gas church language.', 'Him product seven peace now practice chair list size discover compare benefit car president hotel common.', 'Think hospital worker pull cup human ever meeting cut despite this bring.', 'Lay well report approach with feel front listen consumer since city throw certainly coach crime director.']",78.0,97.7,58.2,78.0,['Heart-Healthy'],Valentine,premium
recipe_000057,Economy Curry,food_000205,French,Kerala,intermediate,18,3,809,19.7,30.9,113.0,"{'Vitamin A': 0.28, 'Vitamin B6': 1.68, 'Vitamin C': 1.41, 'Vitamin D': 2.32, 'Vitamin E': 1.57}","{'Iron': 1.42, 'Calcium': 0.88, 'Magnesium': 1.23, 'Potassium': 1.15, 'Zinc': 2.15}","['oats', 'chili flakes', 'pumpkin', 'coconut milk', 'shrimp']","['Similar space tax back Mr nice certain news whole alone control relate entire.', 'Future street year cut attack player place table soon.', 'Determine because its against personal sometimes physical report organization shake base reveal use.', 'Nature provide car memory senior something on their will wait.', 'Hear rest answer research perform clear use collection think loss describe end.', 'Minute leave baby reflect outside affect concern friend play tell detail.']",71.0,67.0,74.9,71.0,"['Low Sugar', 'Paleo']",Summer Vacation,medium
recipe_000058,Increase Stew,food_000006,Peruvian,Himachal Pradesh,advanced,18,2,229,30.3,19.9,0.0,"{'Vitamin A': 1.35, 'Vitamin B6': 2.82, 'Vitamin C': 2.09, 'Vitamin D': 3.1, 'Vitamin E': 2.68}","{'Iron': 1.05, 'Calcium': 1.23, 'Magnesium': 1.57, 'Potassium': 1.31, 'Zinc': 1.75}","['tofu', 'cinnamon', 'nutmeg', 'beef', 'mozzarella', 'brussels sprouts', 'paprika', 'sesame seeds', 'zucchini', 'egg']","['Control behind arrive quickly reduce my power conference president less add issue check too executive lot.', 'Heart edge south run race reality hair no cell old dog including.', 'Teacher firm many carry situation fine final performance himself friend song medical particular so establish enough.', 'Company do box modern meet matter side course manage special couple small ask chance.', 'Sound fire give stop consider no hit serve kitchen vote able station bring once third.', 'Exactly parent whose decide car effort rich return view above today billion environment great tree.']",64.8,72.0,57.6,64.8,"['Nut-Free', 'Diabetes-Friendly']",Back to School,high
recipe_000059,Account Salad,food_000074,Lebanese,Jammu & Kashmir,easy,96,4,281,5.5,13.7,33.9,"{'Vitamin A': 1.55, 'Vitamin B6': 2.03, 'Vitamin C': 3.47, 'Vitamin D': 0.82, 'Vitamin E': 3.47}","{'Iron': 0.46, 'Calcium': 0.18, 'Magnesium': 1.7, 'Potassium': 1.83, 'Zinc': 0.58}","['lentils', 'turmeric', 'carrot', 'coriander', 'coconut', 'carrot', 'coriander', 'mozzarella', 'tahini']","['Send participant should court majority current they including should build car pretty find common.', 'Career describe simply behind form sea political organization hand.', 'Service player decide lawyer draw fight apply later get.', 'Trial loss guy discuss including should list lose million scientist no training one room employee note.', 'Must including employee particularly field writer field result war positive clearly accept consumer training.']",59.6,47.2,72.0,59.6,['Gluten-Free'],Back to School,high
recipe_000060,Stock Tandoori,food_000316,Thai,East India,intermediate,16,5,461,34.3,33.5,5.6,"{'Vitamin A': 2.42, 'Vitamin B6': 2.84, 'Vitamin C': 2.75, 'Vitamin D': 0.93, 'Vitamin E': 2.87}","{'Iron': 1.05, 'Calcium': 0.7, 'Magnesium': 2.17, 'Potassium': 0.76, 'Zinc': 2.24}","['squash', 'grapes', 'egg', 'mustard', 'lemon', 'grapes', 'kiwi', 'pesto', 'flaxseed', 'sweet potato']","['Keep community move himself method culture they result five particular fish fact herself similar consider.', 'Green remember although television particularly stuff successful country measure dream center heart agency lawyer hit wait.', 'Since student like trial specific by fall three commercial.', 'Few family place such coach laugh down dinner it short.', 'Both win need road already candidate example test history yard talk.', 'Happen mouth two society far explain operation this important course son person lose reason mother against.', 'Later news road find meeting chance model my third.', 'Ready stock article particularly two American remain ok that they party.']",70.3,74.6,66.1,70.3,"['Low Carb', 'Vegan']",Monsoon,medium
recipe_000061,Knowledge Wrap,food_000433,Australian,Bengal,intermediate,25,3,304,35.5,9.1,20.0,"{'Vitamin A': 1.74, 'Vitamin B6': 3.26, 'Vitamin C': 0.33, 'Vitamin D': 1.17, 'Vitamin E': 3.12}","{'Iron': 1.06, 'Calcium': 1.89, 'Magnesium': 0.44, 'Potassium': 1.14, 'Zinc': 0.17}","['vanilla', 'duck', 'nutmeg', 'coriander', 'coconut', 'beef', 'pasta', 'cheese', 'oats', 'olive oil']","['Letter they forward seat final up notice likely cultural to arrive career figure now special.', 'Often up deal allow program when usually office morning.', 'Perform word claim knowledge prevent indicate employee position blood letter stage wonder type bit.', 'Seek matter white office job mean put model able audience inside break yes out number join.', 'Detail animal film suffer face personal guess account chance rise student maybe.', 'Plant skin floor process summer agreement find edge cultural where.', 'Girl live forget difficult hold practice man small scientist air other area.', 'Your resource learn popular back memory level issue.']",94.0,94.1,93.9,94.0,['Diabetes-Friendly'],Ramadan,premium
recipe_000062,Move Salad,food_000302,Australian,Andhra Pradesh,intermediate,117,3,495,18.3,8.6,86.1,"{'Vitamin A': 0.61, 'Vitamin B6': 1.56, 'Vitamin C': 3.15, 'Vitamin D': 3.28, 'Vitamin E': 2.8}","{'Iron': 1.63, 'Calcium': 0.43, 'Magnesium': 0.21, 'Potassium': 1.14, 'Zinc': 0.17}","['olive oil', 'broccoli', 'egg', 'sweet potato', 'basil', 'cheese', 'coconut milk', 'cheese', 'cheese', 'parmesan']","['Star capital exist red lose produce morning.', 'Consider past indeed not game authority imagine by cup people clear free quality.', 'Tv down memory structure cell high where them a feel might relate.', 'Morning none set interesting north clearly PM industry.']",76.5,87.6,65.5,76.5,"['Halal', 'Nut-Free', 'Dairy-Free']",Summer,low
recipe_000063,Few Bowl,food_000085,Greek,Odisha,advanced,75,1,418,5.8,34.9,20.2,"{'Vitamin A': 0.47, 'Vitamin B6': 2.12, 'Vitamin C': 2.19, 'Vitamin D': 1.89, 'Vitamin E': 2.93}","{'Iron': 0.73, 'Calcium': 0.24, 'Magnesium': 1.43, 'Potassium': 0.67, 'Zinc': 1.52}","['tahini', 'carrot', 'parmesan', 'mushroom', 'cinnamon']","['Eat camera glass tax care chance current together without who size good more word.', 'Thus build nice officer start full also boy enough tonight likely last decade source.', 'Wait pattern suddenly discussion nothing possible letter value a crime keep.', 'Game beyond whose few factor rock step natural ball we view suggest if a road.', 'Seek world factor doctor life so trial animal foot.', 'Rich every walk happy democratic modern interest high whether care care let foot.', 'Evidence whatever may stage I way agree send poor anyone successful mother human simple five food.']",52.8,47.1,58.5,52.8,"['High Protein', 'Halal']",Diwali,low
recipe_000064,Lot Wrap,food_000202,Latin American,Gujarat,advanced,19,3,426,27.3,24.5,24.1,"{'Vitamin A': 2.37, 'Vitamin B6': 0.82, 'Vitamin C': 1.67, 'Vitamin D': 2.49, 'Vitamin E': 0.23}","{'Iron': 0.23, 'Calcium': 2.03, 'Magnesium': 0.42, 'Potassium': 2.3, 'Zinc': 0.38}","['shrimp', 'apple', 'chia seeds', 'garam masala', 'nutmeg', 'coriander', 'ginger paste', 'walnuts', 'parmesan']","['True race break room prepare upon model spring against nature choose but sport offer itself.', 'Common behind degree into process trial itself offer can such mother call rather become.', 'Fish three word include chance remember put.', 'The fast benefit player maybe according whole fast audience available east military knowledge.', 'Table energy according chair itself attention level plan health present pay.', 'Need surface some dream want certain range note almost like example.']",76.9,64.0,89.8,76.9,"['Nut-Free', 'Dairy-Free']",New Year,premium
recipe_000065,Interest Curry,food_000223,Moroccan,Rajasthan,easy,114,3,205,37.3,23.6,0.0,"{'Vitamin A': 0.32, 'Vitamin B6': 0.21, 'Vitamin C': 3.0, 'Vitamin D': 0.96, 'Vitamin E': 0.73}","{'Iron': 1.19, 'Calcium': 1.55, 'Magnesium': 0.97, 'Potassium': 1.66, 'Zinc': 0.81}","['chia seeds', 'quinoa', 'turmeric powder', 'apple', 'spinach', 'honey', 'olive oil', 'cinnamon', 'carrot']","['Successful check yard can recently girl operation finally.', 'Create something sure speech speak I leader.', 'Agency difference itself condition guess stuff approach professor sure stock yeah night.', 'You man such student out eight impact administration fill yourself long.', 'Life group American receive bank door dog say all significant lead Republican any wait reveal.', 'Worry look shoulder pattern last arm station lot represent loss follow success.']",83.8,83.7,83.9,83.8,"['Pescatarian', 'Nut-Free', 'Low Sodium']",Warm Weather,medium
recipe_000066,Later Wrap,food_000004,North Indian,Punjab,advanced,35,2,248,38.3,14.8,0.0,"{'Vitamin A': 2.55, 'Vitamin B6': 1.52, 'Vitamin C': 2.72, 'Vitamin D': 2.25, 'Vitamin E': 2.52}","{'Iron': 1.86, 'Calcium': 0.92, 'Magnesium': 0.11, 'Potassium': 1.16, 'Zinc': 1.91}","['tomato', 'turmeric', 'walnuts', 'thyme', 'cauliflower', 'dill', 'kidney beans']","['Fight painting lay heavy join do kind itself upon recognize.', 'Arrive sometimes simple a military over drive.', 'Key authority cover others season fine section.', 'Fight account also think he from week.', 'Food suffer sound why energy relationship result break.']",86.7,97.4,75.9,86.7,['Nut-Free'],Summer Vacation,high
recipe_000067,Dream Curry,food_000272,North Indian,Uttar Pradesh,advanced,83,2,621,39.8,21.6,66.8,"{'Vitamin A': 3.49, 'Vitamin B6': 1.65, 'Vitamin C': 1.07, 'Vitamin D': 0.16, 'Vitamin E': 2.1}","{'Iron': 2.22, 'Calcium': 0.24, 'Magnesium': 1.93, 'Potassium': 1.02, 'Zinc': 1.12}","['paprika', 'almond milk', 'sweet potato', 'black beans', 'shrimp']","['Other according necessary end condition also ok this.', 'Stand friend say policy identify garden sport ever education rise professional start knowledge bag benefit.', 'Let born summer save always police himself available.', 'Body control receive month character gun firm agent all institution per keep.', 'Dark take development because owner sign animal choose sound second.', 'Month face think much present term recent big record social six learn collection cause.', 'Seek coach I sense civil worry mission computer bit trip gas different third easy.', 'Heavy music expert do any north throughout environment garden yet personal development environment white red.']",74.7,68.1,81.3,74.7,"['High Protein', 'Diabetes-Friendly']",Valentine,high
recipe_000068,Mean Tandoori,food_000457,German,Sikkim,advanced,111,6,119,33.0,23.6,0.0,"{'Vitamin A': 0.91, 'Vitamin B6': 0.11, 'Vitamin C': 0.26, 'Vitamin D': 0.36, 'Vitamin E': 2.83}","{'Iron': 1.28, 'Calcium': 2.08, 'Magnesium': 2.17, 'Potassium': 0.14, 'Zinc': 2.01}","['mustard', 'almonds', 'tomato', 'kale', 'tahini']","['Difficult not clear knowledge west live beat however believe.', 'Describe process risk under can listen organization image guess game nation.', 'Challenge game record career hour modern risk how network western chance thing help poor six.', 'Inside team without adult left serve film him address address wrong join government today of reduce.', 'It break southern tend during prevent early trial relate past former cut car trouble.', 'Population grow eat arrive everybody program investment summer history be hundred point exist.', 'Charge as begin list everything prepare that hard authority.']",72.9,65.9,79.9,72.9,"['Vegan', 'High Protein']",Warm Weather,medium
recipe_000069,It Tandoori,food_000274,American Comfort,South India,easy,56,1,645,12.9,4.5,138.2,"{'Vitamin A': 3.32, 'Vitamin B6': 0.17, 'Vitamin C': 0.54, 'Vitamin D': 2.65, 'Vitamin E': 0.98}","{'Iron': 1.55, 'Calcium': 1.58, 'Magnesium': 1.01, 'Potassium': 2.09, 'Zinc': 0.55}","['bell pepper', 'sour cream', 'apple', 'zucchini', 'lentils', 'kiwi', 'mustard seed', 'cheese', 'beef', 'watermelon']","['Able military old organization performance thing art hear wall fast cell.', 'Apply last describe around unit expert million face make.', 'Brother indicate inside mention charge long direction no benefit check marriage.', 'Those open discussion everyone not including option old identify.', 'Mind reflect brother response deal try possible thousand son nice short sport lose member candidate trip.']",81.2,97.4,65.1,81.2,"['Dairy-Free', 'Low Carb']",Cold Weather,low
recipe_000070,Movement Salad,food_000040,Brazilian,Goa,advanced,12,5,204,34.4,0.6,15.2,"{'Vitamin A': 1.68, 'Vitamin B6': 0.52, 'Vitamin C': 2.37, 'Vitamin D': 1.05, 'Vitamin E': 0.38}","{'Iron': 1.84, 'Calcium': 0.88, 'Magnesium': 0.95, 'Potassium': 0.52, 'Zinc': 2.18}","['bell pepper', 'paneer', 'seaweed', 'cinnamon', 'pork', 'black pepper', 'rosemary', 'edamame', 'pesto']","['Wall risk region interesting your respond population item say option star avoid available much environment evening.', 'Cut somebody site lead only theory quality place star policy term world.', 'Fund continue significant rise relate American democratic really continue.', 'Skin success article open stop travel near office phone fund total friend company boy.', 'Ability current accept Mr amount until apply improve enjoy without especially.', 'Camera senior east after something meeting economy any response around defense federal arm member draw study.', 'Beautiful present well how cause there production fund within away brother resource growth better.', 'Pattern accept us can look game technology performance itself marriage service seem number improve matter.']",75.8,86.3,65.3,75.8,['Gluten-Free'],Festive,medium
recipe_000071,Save Salad,food_000176,Indonesian,Rajasthan,intermediate,81,4,614,33.0,19.0,77.8,"{'Vitamin A': 0.82, 'Vitamin B6': 0.75, 'Vitamin C': 2.27, 'Vitamin D': 2.73, 'Vitamin E': 2.64}","{'Iron': 0.25, 'Calcium': 2.28, 'Magnesium': 0.6, 'Potassium': 1.55, 'Zinc': 2.11}","['tofu', 'pork', 'oregano', 'parmesan', 'lamb', 'vinegar', 'cilantro', 'ginger paste', 'thyme', 'cream cheese']","['Term treat nice he imagine staff necessary go television agent home.', 'Drug place per side pattern story doctor people skin north significant agree.', 'Threat look she firm stock try high maintain.', 'To tax time with person ok husband voice receive low bar order police indicate.', 'Lawyer the begin TV benefit vote impact management rock bill bed while community its agree husband.', 'Already room dinner stage shoulder grow image cultural population discuss design generation recognize sense.', 'Court avoid chair research yeah opportunity theory almost little someone develop quality pull against.']",84.8,94.0,75.6,84.8,"['Nut-Free', 'Diabetes-Friendly']",Eid,medium
recipe_000072,Bad Stew,food_000461,Thai,Tamil Nadu,advanced,50,2,117,19.2,0.6,8.7,"{'Vitamin A': 2.12, 'Vitamin B6': 2.01, 'Vitamin C': 0.5, 'Vitamin D': 0.56, 'Vitamin E': 1.78}","{'Iron': 2.29, 'Calcium': 1.7, 'Magnesium': 0.85, 'Potassium': 1.47, 'Zinc': 0.17}","['apple', 'pork', 'coriander', 'duck', 'barbecue sauce', 'rice', 'milk', 'mint', 'cheese', 'turmeric']","['Offer wind still part forward production resource several lay medical together.', 'Debate list little direction accept trade thing as or feeling rest outside course short everyone guy.', 'Wish learn than wrong support conference movement family physical pick success western show senior rather contain.', 'Bag necessary on career trade day someone hair member.']",83.8,97.3,70.3,83.8,"['Pescatarian', 'Paleo']",Spring,low
recipe_000073,Participant Bowl,food_000029,French,Maharashtra,easy,56,1,760,38.6,5.2,139.7,"{'Vitamin A': 1.79, 'Vitamin B6': 2.61, 'Vitamin C': 1.48, 'Vitamin D': 0.19, 'Vitamin E': 1.07}","{'Iron': 0.51, 'Calcium': 0.3, 'Magnesium': 0.4, 'Potassium': 1.25, 'Zinc': 1.42}","['kidney beans', 'pork', 'fish sauce', 'vanilla', 'potato', 'mustard', 'honey']","['Wife him study throw day civil impact look again exist effect crime article well.', 'Rather now avoid threat trial leg speak small page office food especially.', 'Attention old direction interesting truth writer population fight sometimes.', 'Camera account alone step voice art establish current military rich support step write even.']",65.6,65.1,66.1,65.6,['Low Carb'],Navratri,high
recipe_000074,Should Stew,food_000455,Vietnamese,Central India,intermediate,44,6,267,23.9,20.6,0.0,"{'Vitamin A': 3.06, 'Vitamin B6': 1.96, 'Vitamin C': 3.18, 'Vitamin D': 2.34, 'Vitamin E': 0.44}","{'Iron': 0.99, 'Calcium': 2.15, 'Magnesium': 0.79, 'Potassium': 2.03, 'Zinc': 0.3}","['barbecue sauce', 'seaweed', 'black beans', 'lamb', 'sour cream', 'cheese', 'ginger paste', 'flaxseed', 'black beans']","['Large expect other interest affect room thought choice forget with provide dinner staff already.', 'State impact bank relationship leave offer though what reason scientist high participant establish property.', 'Fact action small heart radio manage increase nor particularly western.', 'Thought tend ground whom support table project design general vote keep economic sound.', 'Include machine peace else experience another finish let skill threat mouth story star scientist huge.', 'He light develop left today loss to cost tough fact.', 'Morning key project fish decision five anything friend use.', 'Street by executive news all difference daughter why bring plant economic him.']",53.0,47.6,58.4,53.0,['Paleo'],Summer,low
recipe_000075,Central Grill,food_000486,Moroccan,Goa,advanced,75,2,84,6.1,17.0,0.0,"{'Vitamin A': 1.24, 'Vitamin B6': 0.73, 'Vitamin C': 3.22, 'Vitamin D': 2.48, 'Vitamin E': 0.45}","{'Iron': 1.89, 'Calcium': 1.13, 'Magnesium': 1.7, 'Potassium': 0.38, 'Zinc': 1.72}","['berries', 'olive oil', 'sweet potato', 'pineapple', 'parmesan', 'oats']","['Go entire here stock right book safe together wife area hair I manage city business born.', 'Choose we development sea market free word change hope meet industry system radio.', 'Interview perform skin surface each history recent.', 'Wonder trip check against character trial approach half again.']",69.7,64.1,75.2,69.7,"['Vegetarian', 'Nut-Free']",Summer Vacation,high
recipe_000076,Stock Wrap,food_000296,Korean,Northeast India,easy,61,5,827,31.5,7.0,159.5,"{'Vitamin A': 1.48, 'Vitamin B6': 2.11, 'Vitamin C': 3.2, 'Vitamin D': 1.08, 'Vitamin E': 0.95}","{'Iron': 1.98, 'Calcium': 0.37, 'Magnesium': 1.02, 'Potassium': 1.53, 'Zinc': 1.19}","['brussels sprouts', 'grapes', 'oregano', 'carrot', 'tahini', 'mustard', 'shrimp', 'sesame seeds']","['Both room music ok situation wind say.', 'Allow none process oil just our surface ground send account unit.', 'Use town Mrs left then until personal traditional nice learn miss drug feeling cost.', 'Table TV since today soldier after outside couple media control point owner character time.', 'Wish generation enter yeah we authority major pick camera room music.']",63.3,48.1,78.5,63.3,['Low Carb'],Monsoon,medium
recipe_000077,Huge Tandoori,food_000417,Spanish,Goa,easy,57,3,674,6.6,23.7,108.6,"{'Vitamin A': 3.36, 'Vitamin B6': 2.05, 'Vitamin C': 2.32, 'Vitamin D': 2.54, 'Vitamin E': 2.92}","{'Iron': 0.13, 'Calcium': 0.34, 'Magnesium': 0.55, 'Potassium': 0.42, 'Zinc': 1.69}","['duck', 'tomato', 'cottage cheese', 'potato', 'kiwi', 'cinnamon', 'turmeric', 'avocado']","['Main member those per present Democrat kid on sing.', 'Civil consider recent bit public matter beat our natural policy anything.', 'He star little provide level amount middle effect if race school case.', 'Today deep friend town bad get ok experience.', 'Difference rest before once respond term knowledge you everyone child bring to action model TV contain.', 'Until serious agent ball nature fight soldier charge coach positive.']",53.9,47.1,60.7,53.9,"['Kosher', 'Nut-Free']",Summer Vacation,high
recipe_000078,Security Tandoori,food_000228,Vietnamese,Odisha,easy,70,5,286,34.6,5.5,24.5,"{'Vitamin A': 0.64, 'Vitamin B6': 2.76, 'Vitamin C': 2.93, 'Vitamin D': 2.64, 'Vitamin E': 1.88}","{'Iron': 0.55, 'Calcium': 0.34, 'Magnesium': 0.73, 'Potassium': 0.72, 'Zinc': 0.49}","['lemongrass', 'lemongrass', 'kidney beans', 'vinegar', 'onion', 'banana', 'rice', 'vinegar']","['Above purpose physical war include which new small friend painting student.', 'Great director speech support Mr nearly form without investment finally bag father understand.', 'Could table nothing even not face suddenly color as available certain.', 'At offer know question discuss run mother move could century human.', 'Top suddenly seek computer next rule let never lawyer create soon factor.', 'Situation plant main simple factor suggest avoid employee hospital leader must choose.', 'Direction painting opportunity pretty keep music your feel day miss how television thought put realize.']",63.4,55.0,71.7,63.4,['Heart-Healthy'],Eid,high
recipe_000079,Out Salad,food_000330,French,Delhi,advanced,112,3,540,9.6,30.3,57.2,"{'Vitamin A': 1.41, 'Vitamin B6': 3.45, 'Vitamin C': 1.98, 'Vitamin D': 2.28, 'Vitamin E': 0.59}","{'Iron': 0.69, 'Calcium': 0.92, 'Magnesium': 0.66, 'Potassium': 0.32, 'Zinc': 2.0}","['olive oil', 'cayenne', 'kale', 'cream', 'turmeric', 'chicken', 'cream cheese', 'walnuts', 'watermelon']","['Peace claim physical letter hold despite clear bar by star conference.', 'Majority the a response mind wind finally.', 'Interest college also increase skin already none teach common much minute prove would member you tonight.', 'Least cell right adult word allow set win business take carry still.', 'Specific sea so pull degree government keep American return win ball mother.', 'Just drug five determine forget morning nature situation I.', 'May score when describe order character east fire within.']",93.6,96.1,91.1,93.6,"['Kosher', 'Vegetarian', 'Vegan']",Warm Weather,low
recipe_000080,Work Bowl,food_000124,Caribbean,Northeast India,intermediate,95,5,338,32.8,26.6,0.0,"{'Vitamin A': 1.53, 'Vitamin B6': 1.26, 'Vitamin C': 1.74, 'Vitamin D': 0.74, 'Vitamin E': 2.59}","{'Iron': 1.69, 'Calcium': 1.03, 'Magnesium': 1.63, 'Potassium': 0.7, 'Zinc': 0.54}","['squash', 'dill', 'mustard', 'rice', 'lemon', 'chicken', 'egg']","['Show while writer born seven director party month participant.', 'Firm shake even individual whatever stock civil time adult walk ok interview anything best myself method.', 'Physical economy past focus yeah series season guy spend party player look.', 'Performance have agency interest two office think affect buy prove all star.', 'Stay sort event drive customer reach hold mention nothing high even tonight kind.', 'Production coach raise ten customer price condition action president.', 'Month state significant figure pull station thank red forget share few everybody really.', 'Health conference voice support hold there report consumer station join meeting statement cup state standard phone.']",79.1,74.5,83.7,79.1,"['Halal', 'Vegan', 'Low Sugar']",Ramadan,medium
recipe_000081,Upon Salad,food_000456,Lebanese,Odisha,easy,37,3,412,3.7,12.1,72.1,"{'Vitamin A': 1.5, 'Vitamin B6': 0.25, 'Vitamin C': 1.69, 'Vitamin D': 1.92, 'Vitamin E': 2.61}","{'Iron': 0.33, 'Calcium': 2.28, 'Magnesium': 1.31, 'Potassium': 1.68, 'Zinc': 0.59}","['dill', 'almonds', 'vinegar', 'pineapple', 'chicken', 'chocolate', 'potato', 'cilantro', 'coconut', 'turmeric']","['Case off write simply present foot place general.', 'Series at blood above recently simple idea expert continue save treatment trade.', 'Individual professor budget source build candidate exactly security among speech tough oil decide have.', 'Improve wear together experience lawyer have enjoy four stage.', 'Open wait tonight think minute management trip young natural especially until beat task.']",66.5,57.8,75.3,66.5,['Vegan'],Valentine,low
recipe_000082,Bag Grill,food_000471,German,Bengal,easy,111,4,498,6.6,10.2,95.0,"{'Vitamin A': 1.93, 'Vitamin B6': 2.24, 'Vitamin C': 2.69, 'Vitamin D': 0.25, 'Vitamin E': 2.44}","{'Iron': 1.29, 'Calcium': 1.55, 'Magnesium': 1.63, 'Potassium': 0.11, 'Zinc': 1.95}","['yogurt', 'pork', 'walnuts', 'brussels sprouts', 'black pepper', 'yogurt', 'ginger paste', 'banana']","['Store from benefit detail idea true discuss product job turn at then wide series.', 'Us people fast commercial star world open certain eye part water off.', 'Ever heart few hair ability dream major listen type store meeting seem.', 'Part several happen stand manager agree receive.', 'How about property performance conference after meet focus team something quickly.', 'Authority lose during right blood tend store so.', 'Throw million yet next large southern wish future across mission certainly free such middle.', 'New close clear mind drug notice work feeling affect scene marriage who dream foreign leg.']",74.5,68.8,80.3,74.5,"['Keto', 'Vegan']",Summer Vacation,medium
recipe_000083,Throughout Grill,food_000474,French,Tamil Nadu,advanced,27,1,364,2.0,24.5,33.9,"{'Vitamin A': 0.75, 'Vitamin B6': 2.9, 'Vitamin C': 0.9, 'Vitamin D': 0.25, 'Vitamin E': 0.71}","{'Iron': 1.92, 'Calcium': 0.53, 'Magnesium': 0.75, 'Potassium': 0.23, 'Zinc': 1.09}","['tofu', 'turkey', 'coconut milk', 'squash', 'mango', 'chicken', 'grapes']","['Amount actually soldier hotel foreign baby begin fight purpose.', 'Gas debate woman eye seem all huge walk begin production continue idea.', 'Beyond public large her who in professor because six.', 'Adult specific throw choice meet behavior tonight action beat carry tough fly decide.', 'Avoid nice never minute reality security imagine ok respond two fight thank fear hundred become cause.', 'Piece region art growth land job test we institution laugh the while American.']",90.1,84.9,95.2,90.1,['Low Sugar'],Eid,high
recipe_000084,Daughter Tandoori,food_000428,Brazilian,Himachal Pradesh,advanced,77,5,522,7.8,2.7,116.6,"{'Vitamin A': 0.47, 'Vitamin B6': 2.7, 'Vitamin C': 0.82, 'Vitamin D': 0.62, 'Vitamin E': 0.47}","{'Iron': 0.6, 'Calcium': 1.89, 'Magnesium': 0.69, 'Potassium': 1.24, 'Zinc': 1.32}","['mushroom', 'brown sugar', 'spinach', 'ketchup', 'bell pepper']","['Town common response safe career prove break thousand picture either year understand.', 'Where approach space strong me teach add action bill hospital action happy several.', 'Theory up part drop Democrat east wind everything various.', 'Serious claim shake nation happen pick site hold miss much allow.', 'Although community box her somebody expect air sense strategy actually do reduce whatever.', 'Art week remain will next draw prove red actually where total fine ever central.', 'Stand pay deep war sport manage almost executive spend yes late share doctor development hand.']",81.9,70.1,93.7,81.9,"['Nut-Free', 'Heart-Healthy', 'High Protein']",Festive,medium
