restaurant_id,name,cuisines,location_city,location_area,latitude,longitude,opening_hours,rating,delivery_time_minutes,price_level,offers,cuisine,diet_options,healthy_menu_tags,mood_menu_tags,menu_item_ids
restaurant_00077,Savage Grill,"['Middle Eastern', 'North Indian', 'Filipino']",New Katiefurt,Mcclure Squares,50.226485,-168.552888,8:00 - 21:00,3.8,46,$$,"['Free delivery', '10% off']",Middle Eastern,"['Halal', 'Keto']","['heart healthy', 'low calorie']","['Comfort', 'Cheerful']","['food_000239', 'food_000244', 'food_000310', 'food_000161', 'food_000016']"
restaurant_00078,Young Kitchen,['Vietnamese'],East Amytown,Alvarez Springs,-65.418931,163.913384,10:00 - 20:00,3.1,49,$$,"['Free delivery', 'Happy hours']",Vietnamese,"['Gluten-Free', 'Keto']","['low calorie', 'heart healthy']","['Focused', 'Savory']","['food_000048', 'food_000056', 'food_000105', 'food_000277', 'food_000417']"
restaurant_00079,Aguilar Tavern,"['North Indian', 'German', 'Greek']",South Jean,Gomez Gardens,69.22791,55.830951,9:00 - 21:00,3.4,21,$$$$,"['Combo discount', 'Weekend special']",North Indian,"['Low Carb', 'Halal']","['heart healthy', 'low calorie']","['Happy', 'Romantic']","['food_000292', 'food_000086', 'food_000281', 'food_000414', 'food_000494']"
restaurant_00080,Hurst Kitchen,"['Brazilian', 'South Indian']",Hollyport,Moore Ramp,-43.769642,-91.843774,6:00 - 21:00,4.7,39,$$$$,"['Combo discount', 'Free delivery']",Brazilian,"['Low Sodium', 'Diabetes-Friendly']","['protein rich', 'low calorie']","['Sunny', 'Comfort']","['food_000074', 'food_000176', 'food_000093', 'food_000110', 'food_000467']"
restaurant_00081,Nelson House,"['Nordic', 'Mediterranean']",Gilbertview,Nicholas Extension,81.782975,148.990461,11:00 - 20:00,4.2,39,$$,"['Happy hours', 'Weekend special']",Nordic,"['Low Sodium', 'Low Sugar']","['gluten free', 'low calorie']","['Social', 'Focused']","['food_000216', 'food_000329', 'food_000321', 'food_000181', 'food_000162']"
restaurant_00082,Paul Kitchen,['Filipino'],Whiteland,Diana Creek,-5.341544,-151.594989,9:00 - 22:00,4.4,21,$$,"['Free delivery', 'Combo discount']",Filipino,"['Halal', 'Pescatarian']","['low sugar', 'gluten free']","['Romantic', 'Sunny']","['food_000019', 'food_000068', 'food_000055', 'food_000295', 'food_000342']"
restaurant_00083,Hammond Kitchen,"['Filipino', 'Spanish']",Joseton,Douglas Club,-59.268684,-25.247863,9:00 - 22:00,4.5,54,$,"['Happy hours', 'Combo discount']",Filipino,"['Diabetes-Friendly', 'Low Carb']","['heart healthy', 'gluten free']","['Adventurous', 'Social']","['food_000238', 'food_000195', 'food_000031', 'food_000465', 'food_000005']"
restaurant_00084,Rodriguez House,"['Italian', 'French', 'Korean']",New Susan,Kimberly Plains,-85.745591,89.712516,9:00 - 20:00,5.0,27,$$$,"['Weekend special', '10% off']",Italian,"['Diabetes-Friendly', 'Paleo']","['gluten free', 'protein rich']","['Relaxed', 'Cozy']","['food_000154', 'food_000023', 'food_000026', 'food_000207', 'food_000293']"
restaurant_00085,Huerta Grill,"['Nordic', 'Greek', 'Filipino']",Davisland,Santiago Summit,-19.253138,166.301188,11:00 - 21:00,4.7,40,$$,"['Free delivery', 'Combo discount']",Nordic,"['Low Carb', 'Diabetes-Friendly']","['heart healthy', 'low sugar']","['Motivated', 'Energized']","['food_000259', 'food_000081', 'food_000061', 'food_000115', 'food_000294']"
restaurant_00086,Garcia House,"['Caribbean', 'Italian']",Port Anthony,Smith Well,-56.251502,77.189724,6:00 - 21:00,3.1,30,$$$$,"['Free delivery', 'Happy hours']",Caribbean,"['Paleo', 'Pescatarian']","['low calorie', 'low sugar']","['Cheerful', 'Comfort']","['food_000450', 'food_000107', 'food_000390', 'food_000112', 'food_000002']"
restaurant_00087,Allen Kitchen,['South Indian'],Toddton,Douglas Summit,-45.239972,-74.991309,11:00 - 23:00,3.9,57,$$$$,"['10% off', 'Weekend special']",South Indian,"['Vegetarian', 'Low Carb']","['gluten free', 'low calorie']","['Romantic', 'Festive']","['food_000061', 'food_000208', 'food_000409', 'food_000002', 'food_000012']"
restaurant_00088,Owens House,['Japanese'],Port Monicastad,Lawson Ranch,57.671996,-130.009062,9:00 - 21:00,4.9,57,$$,"['Weekend special', 'Happy hours']",Japanese,"['Vegan', 'Low Sugar']","['low calorie', 'low sugar']","['Nostalgic', 'Spicy']","['food_000432', 'food_000487', 'food_000043', 'food_000483', 'food_000438']"
restaurant_00089,Butler Corner,"['Mexican', 'Vietnamese', 'Italian']",Lake Angelaport,Jacob Harbor,-45.910107,-161.761609,10:00 - 22:00,4.4,35,$$$$,"['Happy hours', '10% off']",Mexican,"['Keto', 'Halal']","['protein rich', 'heart healthy']","['Relaxed', 'Romantic']","['food_000268', 'food_000452', 'food_000044', 'food_000163', 'food_000048']"
restaurant_00090,Beasley Grill,"['Spanish', 'Indonesian', 'Thai']",Simonburgh,Hernandez Way,-30.649304,-129.052216,10:00 - 22:00,3.3,21,$$$,"['Free delivery', 'Combo discount']",Spanish,"['Vegetarian', 'Vegan']","['low sugar', 'protein rich']","['Cheerful', 'Calm']","['food_000143', 'food_000212', 'food_000211', 'food_000016', 'food_000229']"
restaurant_00091,Miller Cafe,"['Turkish', 'Lebanese']",Bradymouth,Dalton Club,-38.990961,140.605478,8:00 - 23:00,3.9,29,$$$,"['10% off', 'Weekend special']",Turkish,"['Vegan', 'Low Carb']","['protein rich', 'low sugar']","['Comfort', 'Adventurous']","['food_000362', 'food_000395', 'food_000277', 'food_000467', 'food_000047']"
restaurant_00092,Martinez Grill,"['East Asian', 'Filipino', 'Indonesian']",New Shawnchester,Cody Alley,2.401007,34.726863,8:00 - 20:00,3.3,45,$$,"['Free delivery', '10% off']",East Asian,"['Halal', 'Low Carb']","['low calorie', 'heart healthy']","['Festive', 'Cheerful']","['food_000464', 'food_000070', 'food_000240', 'food_000117', 'food_000405']"
restaurant_00093,Greene Cafe,"['American Comfort', 'Mexican', 'French']",Port Sharon,Helen Drive,81.186295,-99.983095,9:00 - 20:00,3.0,25,$$,"['Free delivery', '10% off']",American Comfort,"['Paleo', 'Low Carb']","['low sugar', 'low calorie']","['Spicy', 'Romantic']","['food_000352', 'food_000215', 'food_000481', 'food_000036', 'food_000322']"
restaurant_00094,Roberts Bistro,"['Caribbean', 'Thai', 'Turkish']",Carrilloland,Austin Neck,-38.364355,131.859924,9:00 - 20:00,4.8,23,$,"['Happy hours', 'Free delivery']",Caribbean,"['High Protein', 'Vegetarian']","['low sugar', 'heart healthy']","['Cozy', 'Comfort']","['food_000028', 'food_000044', 'food_000066', 'food_000288', 'food_000125']"
restaurant_00095,Dunn House,['Korean'],Kylieberg,Farrell Overpass,-84.667551,80.426262,11:00 - 21:00,3.4,28,$,"['Weekend special', 'Happy hours']",Korean,"['Gluten-Free', 'Low Sodium']","['low calorie', 'protein rich']","['Comfort', 'Festive']","['food_000485', 'food_000273', 'food_000367', 'food_000192', 'food_000006']"
restaurant_00096,Fisher Tavern,"['Mexican', 'Nordic', 'Caribbean']",North Laurenfort,Perez Island,82.029652,97.885394,11:00 - 22:00,3.6,22,$$,"['Combo discount', 'Free delivery']",Mexican,"['Paleo', 'High Protein']","['heart healthy', 'protein rich']","['Nostalgic', 'Sunny']","['food_000423', 'food_000495', 'food_000013', 'food_000055', 'food_000319']"
restaurant_00097,Smith Kitchen,"['Healthy Fusion', 'South Indian']",West Jacqueline,Chandler Prairie,-0.140295,87.667808,11:00 - 21:00,4.9,39,$$$,"['Happy hours', 'Free delivery']",Healthy Fusion,"['Low Carb', 'Keto']","['low sugar', 'heart healthy']","['Relaxed', 'Happy']","['food_000210', 'food_000274', 'food_000087', 'food_000084', 'food_000482']"
restaurant_00098,Hanson Cafe,['German'],North Tanyamouth,Shane Station,58.689028,60.544262,7:00 - 23:00,3.9,20,$$,"['Weekend special', 'Happy hours']",German,"['Pescatarian', 'Halal']","['heart healthy', 'low sugar']","['Sunny', 'Adventurous']","['food_000439', 'food_000067', 'food_000142', 'food_000040', 'food_000490']"
restaurant_00099,Rose House,"['African', 'Mexican']",Scottville,Stephen Ford,1.91461,123.951306,10:00 - 22:00,3.9,25,$$$$,"['Free delivery', '10% off']",African,"['Low Sugar', 'Low Sodium']","['low calorie', 'gluten free']","['Cozy', 'Romantic']","['food_000413', 'food_000262', 'food_000156', 'food_000257', 'food_000290']"
restaurant_00100,White Tavern,"['East Asian', 'Healthy Fusion']",Joyshire,Smith Forks,65.536995,112.210209,8:00 - 20:00,3.6,46,$$$,"['Happy hours', 'Free delivery']",East Asian,"['Keto', 'Gluten-Free']","['low calorie', 'low sugar']","['Cozy', 'Festive']","['food_000310', 'food_000378', 'food_000385', 'food_000183', 'food_000084']"
restaurant_00101,Fox Cafe,"['Turkish', 'Australian']",South Stephen,Lindsay Lights,-86.905456,-36.119008,11:00 - 22:00,4.6,61,$$,"['10% off', 'Weekend special']",Turkish,"['Keto', 'Nut-Free']","['gluten free', 'heart healthy']","['Social', 'Spicy']","['food_000282', 'food_000042', 'food_000272', 'food_000076', 'food_000238']"
restaurant_00102,Hancock Bistro,['Peruvian'],Port Ericashire,Cobb Bypass,-47.969689,-98.87497,11:00 - 22:00,4.0,52,$$$$,"['Free delivery', '10% off']",Peruvian,"['Low Carb', 'Dairy-Free']","['heart healthy', 'low calorie']","['Sunny', 'Savory']","['food_000133', 'food_000444', 'food_000397', 'food_000010', 'food_000178']"
restaurant_00103,Reed Corner,['Brazilian'],Port Samuel,Douglas Shoals,88.733395,-114.571859,7:00 - 22:00,3.6,62,$,"['Combo discount', '10% off']",Brazilian,"['Low Sodium', 'Keto']","['low calorie', 'gluten free']","['Sunny', 'Energized']","['food_000160', 'food_000313', 'food_000381', 'food_000487', 'food_000271']"
restaurant_00104,Hammond Tavern,['Brazilian'],Angelabury,Laura Trail,-0.599173,-143.827159,11:00 - 23:00,3.1,23,$$,"['Free delivery', 'Weekend special']",Brazilian,"['Vegan', 'Halal']","['protein rich', 'low calorie']","['Savory', 'Motivated']","['food_000282', 'food_000424', 'food_000304', 'food_000319', 'food_000310']"
restaurant_00105,Cuevas Kitchen,['Mediterranean'],New Jaredberg,Johnson Inlet,-84.161928,-175.24572,8:00 - 23:00,4.6,35,$$$,"['10% off', 'Happy hours']",Mediterranean,"['Keto', 'Dairy-Free']","['heart healthy', 'gluten free']","['Energized', 'Romantic']","['food_000453', 'food_000323', 'food_000388', 'food_000199', 'food_000475']"
restaurant_00106,Carroll Bistro,"['Moroccan', 'British']",Lake Shelbyhaven,Gallegos Passage,39.916537,-86.986616,10:00 - 22:00,4.7,60,$,"['Happy hours', 'Combo discount']",Moroccan,"['Halal', 'Heart-Healthy']","['low calorie', 'gluten free']","['Relaxed', 'Social']","['food_000491', 'food_000225', 'food_000175', 'food_000115', 'food_000173']"
restaurant_00107,Jackson House,['British'],New Jonathan,Walter Extensions,-85.925913,152.144632,10:00 - 23:00,4.0,20,$,"['Happy hours', 'Free delivery']",British,"['Heart-Healthy', 'Dairy-Free']","['low calorie', 'protein rich']","['Motivated', 'Romantic']","['food_000485', 'food_000213', 'food_000055', 'food_000219', 'food_000015']"
restaurant_00108,Andrews House,"['Greek', 'Latin American', 'Nordic']",Billyberg,Caldwell Glens,85.670633,-124.333659,7:00 - 23:00,3.5,51,$$$$,"['10% off', 'Free delivery']",Greek,"['Diabetes-Friendly', 'Low Sodium']","['protein rich', 'low calorie']","['Motivated', 'Cozy']","['food_000287', 'food_000443', 'food_000055', 'food_000461', 'food_000463']"
restaurant_00109,Williams Kitchen,['Australian'],Gonzalezton,Ryan Gardens,8.465379,62.545109,11:00 - 22:00,4.6,49,$$$,"['Weekend special', '10% off']",Australian,"['Vegetarian', 'Gluten-Free']","['low sugar', 'gluten free']","['Social', 'Adventurous']","['food_000110', 'food_000449', 'food_000203', 'food_000494', 'food_000096']"
restaurant_00110,Huff Bistro,['Japanese'],Whiteborough,Rivera Key,52.081563,-41.597361,11:00 - 23:00,4.1,49,$,"['Combo discount', 'Happy hours']",Japanese,"['Diabetes-Friendly', 'Vegetarian']","['heart healthy', 'gluten free']","['Comforting', 'Relaxed']","['food_000224', 'food_000318', 'food_000354', 'food_000061', 'food_000126']"
restaurant_00111,Gillespie House,"['British', 'German']",Lake Robertview,Eddie Plaza,-73.900316,-160.229264,6:00 - 23:00,4.8,29,$$,"['Happy hours', '10% off']",British,"['Vegetarian', 'High Protein']","['low calorie', 'protein rich']","['Social', 'Comforting']","['food_000024', 'food_000482', 'food_000489', 'food_000417', 'food_000333']"
restaurant_00112,Brown House,"['African', 'Australian']",Lake Marissa,Lisa Lodge,-39.227526,-103.722729,11:00 - 20:00,4.2,34,$$,"['Weekend special', 'Free delivery']",African,"['Dairy-Free', 'Low Carb']","['low sugar', 'low calorie']","['Calm', 'Comfort']","['food_000006', 'food_000155', 'food_000468', 'food_000055', 'food_000379']"
restaurant_00113,Thomas Tavern,"['Australian', 'Mediterranean', 'Brazilian']",West Kellychester,Donna Centers,-33.049292,-97.692063,7:00 - 20:00,3.7,24,$,"['Happy hours', 'Weekend special']",Australian,"['Halal', 'Kosher']","['gluten free', 'heart healthy']","['Nostalgic', 'Sunny']","['food_000366', 'food_000407', 'food_000126', 'food_000119', 'food_000342']"
restaurant_00114,Cervantes Corner,"['Peruvian', 'Caribbean', 'Healthy Fusion']",Donaldmouth,Michael Union,8.991111,-146.349936,8:00 - 20:00,4.6,37,$$$,"['Happy hours', 'Weekend special']",Peruvian,"['Low Carb', 'Kosher']","['protein rich', 'heart healthy']","['Peaceful', 'Sweet']","['food_000404', 'food_000218', 'food_000439', 'food_000492', 'food_000063']"
restaurant_00115,Santos Cafe,"['Healthy Fusion', 'Spanish']",New Shannon,Matthews Island,-32.228709,95.370614,6:00 - 21:00,4.1,24,$$$,"['Happy hours', 'Weekend special']",Healthy Fusion,"['Nut-Free', 'Kosher']","['low calorie', 'protein rich']","['Calm', 'Sweet']","['food_000191', 'food_000392', 'food_000289', 'food_000255', 'food_000260']"
restaurant_00116,Davis Kitchen,"['Thai', 'Italian']",East Bradton,Johnson Pike,-22.251502,157.999778,6:00 - 23:00,3.3,44,$$,"['10% off', 'Free delivery']",Thai,"['Dairy-Free', 'Kosher']","['low sugar', 'heart healthy']","['Comforting', 'Festive']","['food_000217', 'food_000396', 'food_000237', 'food_000240', 'food_000073']"
restaurant_00117,Diaz Kitchen,"['Mediterranean', 'Korean']",West Debra,Spears Rue,-85.083036,-106.713287,10:00 - 23:00,3.2,44,$,"['Combo discount', 'Happy hours']",Mediterranean,"['High Protein', 'Diabetes-Friendly']","['low calorie', 'protein rich']","['Romantic', 'Happy']","['food_000163', 'food_000158', 'food_000117', 'food_000272', 'food_000009']"
restaurant_00118,Randolph Corner,['African'],Mcdonaldburgh,Lane Meadow,-36.628767,-153.75745,8:00 - 22:00,4.4,62,$$$$,"['Free delivery', 'Happy hours']",African,"['Vegan', 'Gluten-Free']","['gluten free', 'protein rich']","['Cheerful', 'Festive']","['food_000395', 'food_000385', 'food_000202', 'food_000351', 'food_000271']"
restaurant_00119,Mcdonald Tavern,['African'],Markfort,Greene Greens,-56.531431,5.82999,8:00 - 20:00,3.9,47,$$$$,"['Combo discount', 'Free delivery']",African,"['Vegetarian', 'High Protein']","['heart healthy', 'protein rich']","['Adventurous', 'Happy']","['food_000485', 'food_000035', 'food_000441', 'food_000428', 'food_000362']"
restaurant_00120,Davis Bistro,"['American Comfort', 'German']",Wagnerbury,Mason Fall,-4.340161,68.986279,8:00 - 21:00,3.4,53,$$$$,"['Happy hours', 'Weekend special']",American Comfort,"['Vegan', 'Low Sugar']","['low calorie', 'low sugar']","['Peaceful', 'Savory']","['food_000202', 'food_000303', 'food_000348', 'food_000120', 'food_000091']"
restaurant_00121,Moss Kitchen,"['Caribbean', 'Nordic', 'Thai']",South Eric,Hill Club,-43.252517,-55.132871,6:00 - 21:00,3.9,56,$$,"['Happy hours', '10% off']",Caribbean,"['Nut-Free', 'Dairy-Free']","['heart healthy', 'gluten free']","['Festive', 'Comfort']","['food_000161', 'food_000099', 'food_000350', 'food_000336', 'food_000378']"
restaurant_00122,Henderson Cafe,"['Korean', 'North Indian']",South Bryan,Benson Cliff,0.034493,137.460917,9:00 - 22:00,3.7,30,$$$$,"['Happy hours', '10% off']",Korean,"['Vegetarian', 'Keto']","['gluten free', 'low sugar']","['Adventurous', 'Focused']","['food_000245', 'food_000108', 'food_000441', 'food_000207', 'food_000384']"
restaurant_00123,Jackson Corner,['Korean'],Vanessaville,Meyer Center,-57.552772,74.219961,7:00 - 21:00,4.0,26,$$,"['10% off', 'Happy hours']",Korean,"['Halal', 'Nut-Free']","['heart healthy', 'gluten free']","['Savory', 'Romantic']","['food_000496', 'food_000252', 'food_000055', 'food_000217', 'food_000085']"
restaurant_00124,Freeman Kitchen,"['Middle Eastern', 'Lebanese']",South Madison,Wood Harbor,-69.476392,-83.446248,10:00 - 23:00,4.2,34,$$$,"['10% off', 'Combo discount']",Middle Eastern,"['Low Sodium', 'Vegan']","['heart healthy', 'low calorie']","['Social', 'Sweet']","['food_000439', 'food_000413', 'food_000092', 'food_000096', 'food_000016']"
restaurant_00125,Nelson Bistro,"['Mexican', 'Turkish', 'Australian']",Bryantshire,Nicole Plaza,-72.782035,172.547396,8:00 - 21:00,4.4,37,$,"['Happy hours', '10% off']",Mexican,"['Vegan', 'Low Sugar']","['gluten free', 'low calorie']","['Relaxed', 'Motivated']","['food_000238', 'food_000453', 'food_000455', 'food_000389', 'food_000010']"
restaurant_00126,Cooper Bistro,['Japanese'],Walkershire,Hernandez Mill,-9.78332,100.271656,8:00 - 20:00,4.9,38,$$,"['Weekend special', 'Free delivery']",Japanese,"['Low Sugar', 'Gluten-Free']","['heart healthy', 'gluten free']","['Focused', 'Festive']","['food_000470', 'food_000144', 'food_000193', 'food_000296', 'food_000115']"
restaurant_00127,Jones Corner,['Peruvian'],Dodsonside,Parks Junction,-61.216257,-79.690659,9:00 - 23:00,5.0,55,$$$$,"['10% off', 'Free delivery']",Peruvian,"['Vegan', 'Halal']","['heart healthy', 'low sugar']","['Festive', 'Energized']","['food_000081', 'food_000452', 'food_000180', 'food_000316', 'food_000374']"
restaurant_00128,Anderson House,"['Caribbean', 'Latin American', 'British']",Port Matthewton,Jeanne Parkways,42.868818,-99.048121,9:00 - 21:00,5.0,51,$$,"['Free delivery', '10% off']",Caribbean,"['Low Sodium', 'Heart-Healthy']","['gluten free', 'low calorie']","['Sunny', 'Calm']","['food_000179', 'food_000334', 'food_000025', 'food_000153', 'food_000500']"
restaurant_00129,Haney Corner,"['Brazilian', 'Mexican', 'North Indian']",North Jennifer,Mary Shores,59.480131,78.669468,9:00 - 23:00,4.3,30,$$,"['Happy hours', 'Free delivery']",Brazilian,"['Dairy-Free', 'Low Sodium']","['protein rich', 'heart healthy']","['Festive', 'Sweet']","['food_000192', 'food_000012', 'food_000232', 'food_000371', 'food_000001']"
restaurant_00130,Weber House,"['Mexican', 'French', 'Brazilian']",Angelaburgh,Thompson Cape,-14.634747,-1.741786,8:00 - 23:00,4.7,21,$,"['Free delivery', '10% off']",Mexican,"['Vegetarian', 'Nut-Free']","['low calorie', 'protein rich']","['Savory', 'Energized']","['food_000085', 'food_000096', 'food_000396', 'food_000040', 'food_000463']"
restaurant_00131,Macias Cafe,"['African', 'Brazilian']",Sampsonbury,Jasmine Rapids,21.545374,-79.382582,10:00 - 20:00,4.2,31,$$,"['Free delivery', 'Combo discount']",African,"['Low Sugar', 'Keto']","['protein rich', 'gluten free']","['Comfort', 'Focused']","['food_000126', 'food_000184', 'food_000035', 'food_000021', 'food_000079']"
restaurant_00132,Aguilar Corner,"['African', 'Indonesian']",East Stacy,Edwards Harbors,-28.070557,170.433159,6:00 - 21:00,5.0,38,$$$,"['Combo discount', '10% off']",African,"['High Protein', 'Pescatarian']","['heart healthy', 'low sugar']","['Social', 'Savory']","['food_000387', 'food_000398', 'food_000126', 'food_000099', 'food_000449']"
restaurant_00133,Leon Bistro,"['Peruvian', 'Healthy Fusion']",New Davidtown,Anthony Ways,75.444556,33.154379,7:00 - 20:00,4.6,21,$$$$,"['Combo discount', 'Free delivery']",Peruvian,"['Keto', 'Gluten-Free']","['low sugar', 'gluten free']","['Relaxed', 'Focused']","['food_000451', 'food_000297', 'food_000030', 'food_000228', 'food_000400']"
restaurant_00134,Small Cafe,"['Japanese', 'Caribbean', 'Filipino']",Andreaville,Garcia Valley,81.248192,-137.554417,7:00 - 23:00,3.8,24,$$,"['Happy hours', 'Weekend special']",Japanese,"['Dairy-Free', 'Diabetes-Friendly']","['low sugar', 'gluten free']","['Focused', 'Relaxed']","['food_000465', 'food_000008', 'food_000197', 'food_000094', 'food_000305']"
restaurant_00135,Allen Corner,"['Indonesian', 'Mediterranean']",Lisabury,Williams Junction,72.303668,-56.916782,6:00 - 21:00,3.4,48,$$,"['10% off', 'Free delivery']",Indonesian,"['Keto', 'High Protein']","['low sugar', 'protein rich']","['Sunny', 'Adventurous']","['food_000484', 'food_000217', 'food_000438', 'food_000487', 'food_000141']"
restaurant_00136,Pennington Tavern,"['East Asian', 'Moroccan']",Williamsport,Taylor Drive,-44.662587,-142.961178,7:00 - 20:00,4.8,47,$$$$,"['10% off', 'Happy hours']",East Asian,"['High Protein', 'Vegetarian']","['low calorie', 'protein rich']","['Spicy', 'Festive']","['food_000162', 'food_000448', 'food_000071', 'food_000139', 'food_000032']"
restaurant_00137,Nunez Bistro,['British'],Brittanyfurt,Serrano Shores,-78.696972,68.789966,8:00 - 22:00,3.0,26,$,"['Combo discount', 'Free delivery']",British,"['Paleo', 'Vegan']","['gluten free', 'low calorie']","['Nostalgic', 'Calm']","['food_000342', 'food_000431', 'food_000026', 'food_000265', 'food_000436']"
restaurant_00138,Lopez Tavern,"['Filipino', 'Turkish']",Port Danielborough,Reyes Ranch,24.788025,-86.065802,10:00 - 21:00,3.7,36,$$$$,"['Free delivery', 'Weekend special']",Filipino,"['Gluten-Free', 'Low Carb']","['gluten free', 'protein rich']","['Festive', 'Cheerful']","['food_000359', 'food_000478', 'food_000277', 'food_000406', 'food_000057']"
restaurant_00139,Foster House,['German'],Carterville,Wilson Wall,-35.547999,15.383355,9:00 - 20:00,3.9,60,$,"['Happy hours', 'Free delivery']",German,"['Low Sugar', 'Heart-Healthy']","['protein rich', 'gluten free']","['Sweet', 'Savory']","['food_000286', 'food_000221', 'food_000182', 'food_000049', 'food_000184']"
restaurant_00140,Martin Corner,"['North Indian', 'Middle Eastern', 'Caribbean']",Margaretborough,Kellie Courts,38.954096,59.584381,9:00 - 22:00,3.1,53,$$$$,"['Combo discount', 'Weekend special']",North Indian,"['Low Sugar', 'Pescatarian']","['gluten free', 'protein rich']","['Cheerful', 'Cozy']","['food_000364', 'food_000407', 'food_000245', 'food_000070', 'food_000208']"
restaurant_00141,Bauer Corner,['South Indian'],Jessicamouth,Colleen Junctions,-18.378255,-134.881455,10:00 - 21:00,3.7,33,$$$,"['Combo discount', 'Weekend special']",South Indian,"['Gluten-Free', 'Kosher']","['gluten free', 'heart healthy']","['Focused', 'Spicy']","['food_000082', 'food_000089', 'food_000094', 'food_000446', 'food_000180']"
restaurant_00142,Mcdonald Kitchen,['Spanish'],North Alexandraport,Anne Key,-26.519625,106.493189,11:00 - 23:00,3.3,39,$$,"['Happy hours', 'Free delivery']",Spanish,"['Pescatarian', 'Keto']","['gluten free', 'low sugar']","['Focused', 'Comfort']","['food_000047', 'food_000436', 'food_000485', 'food_000087', 'food_000406']"
restaurant_00143,Martin Bistro,['Filipino'],Heidifort,Nathaniel Points,-74.305888,25.103378,7:00 - 20:00,4.6,58,$$$,"['Happy hours', 'Weekend special']",Filipino,"['Low Sodium', 'Pescatarian']","['heart healthy', 'low calorie']","['Adventurous', 'Cozy']","['food_000205', 'food_000001', 'food_000135', 'food_000471', 'food_000426']"
restaurant_00144,Henry Cafe,['Turkish'],Andreshire,Kathryn Cliffs,-12.544457,-113.359844,9:00 - 22:00,4.3,21,$$$,"['Free delivery', '10% off']",Turkish,"['Vegan', 'Halal']","['low calorie', 'protein rich']","['Calm', 'Comforting']","['food_000391', 'food_000103', 'food_000276', 'food_000318', 'food_000091']"
restaurant_00145,Lee Bistro,['French'],West Charles,Maldonado Divide,-73.143694,161.869575,7:00 - 23:00,4.7,64,$$$$,"['10% off', 'Happy hours']",French,"['Vegetarian', 'Heart-Healthy']","['gluten free', 'protein rich']","['Motivated', 'Happy']","['food_000338', 'food_000020', 'food_000165', 'food_000205', 'food_000144']"
restaurant_00146,Brown Tavern,['Filipino'],West Amberbury,Kristina Village,59.571622,-160.238556,9:00 - 21:00,3.8,33,$$$$,"['Weekend special', 'Combo discount']",Filipino,"['Vegetarian', 'Diabetes-Friendly']","['gluten free', 'low sugar']","['Calm', 'Motivated']","['food_000089', 'food_000103', 'food_000139', 'food_000217', 'food_000047']"
restaurant_00147,Young Tavern,"['Moroccan', 'East Asian']",East Amychester,Brandi Port,31.193402,-105.98904,7:00 - 23:00,3.2,61,$$,"['Weekend special', 'Combo discount']",Moroccan,"['Dairy-Free', 'Halal']","['low calorie', 'heart healthy']","['Nostalgic', 'Adventurous']","['food_000481', 'food_000103', 'food_000367', 'food_000051', 'food_000200']"
restaurant_00148,Perkins Cafe,"['African', 'Brazilian']",Davisburgh,Gomez Vista,-69.065243,89.591688,9:00 - 21:00,3.9,62,$$$,"['Happy hours', 'Combo discount']",African,"['Diabetes-Friendly', 'Low Sugar']","['low calorie', 'heart healthy']","['Social', 'Festive']","['food_000310', 'food_000150', 'food_000093', 'food_000320', 'food_000500']"
restaurant_00149,Mcdowell Kitchen,"['African', 'Mexican']",West Timothyhaven,Alexandra Loaf,-4.791335,129.00528,6:00 - 23:00,3.0,25,$,"['Happy hours', 'Free delivery']",African,"['Low Sodium', 'Paleo']","['protein rich', 'low calorie']","['Focused', 'Nostalgic']","['food_000287', 'food_000113', 'food_000228', 'food_000158', 'food_000137']"
restaurant_00150,Taylor Corner,"['Mediterranean', 'Nordic']",Lake Jenniferport,Megan Ridges,-59.720712,-83.279435,9:00 - 22:00,4.6,52,$$$$,"['Happy hours', 'Combo discount']",Mediterranean,"['Heart-Healthy', 'Dairy-Free']","['low calorie', 'protein rich']","['Comforting', 'Nostalgic']","['food_000396', 'food_000275', 'food_000190', 'food_000382', 'food_000116']"
restaurant_00151,Wells Tavern,['Mexican'],East Frank,Diane Ways,-39.442683,-11.660227,7:00 - 23:00,4.5,37,$,"['10% off', 'Weekend special']",Mexican,"['Vegetarian', 'Dairy-Free']","['low sugar', 'protein rich']","['Peaceful', 'Cheerful']","['food_000321', 'food_000454', 'food_000161', 'food_000247', 'food_000380']"
restaurant_00152,Gonzalez Cafe,['Mediterranean'],Laurashire,White Roads,40.70034,-95.5959,10:00 - 20:00,4.7,22,$$$$,"['Weekend special', 'Free delivery']",Mediterranean,"['Diabetes-Friendly', 'Low Carb']","['low calorie', 'low sugar']","['Cozy', 'Energized']","['food_000157', 'food_000251', 'food_000434', 'food_000332', 'food_000326']"
restaurant_00153,Crawford Tavern,"['Latin American', 'French', 'Healthy Fusion']",Roberttown,Vaughn Plains,0.933989,146.350533,8:00 - 22:00,3.4,23,$$$$,"['Happy hours', 'Weekend special']",Latin American,"['Gluten-Free', 'Low Carb']","['heart healthy', 'low sugar']","['Cozy', 'Festive']","['food_000459', 'food_000213', 'food_000435', 'food_000240', 'food_000068']"
