food_id,name,cuisine,category,region,season,weather,price_tier,calories,protein_g,fat_g,carbs_g,allergens,diet_options,mood_tags,health_score,taste_score,rating,description
food_000097,Roasted Lunch,German,Tea & Coffee,Odisha,Navratri,Cloudy,premium,807,6.4,29.8,128.3,['fish'],"['Low Sodium', 'Low Carb', 'Gluten-Free']","['Cheerful', 'Spicy', 'Cozy']",80.9,82.9,3.5,Professional imagine charge sea lay although treat could without development model pretty a itself age season.
food_000098,Chutney Wrap,Lebanese,Salads,Odisha,Warm Weather,Thunderstorm,high,290,12.6,24.8,4.1,['lupin'],"['Low Sugar', 'High Protein']","['Romantic', 'Festive', 'Happy']",75.6,89.2,4.2,Fish owner phone rate without bad style present rate.
food_000099,Golden Dinner,Brazilian,Bread,East India,Diwali,Festive,premium,768,7.1,4.6,174.6,['onion'],"['Pescatarian', 'Dairy-Free']","['Adventurous', 'Sweet', 'Sunny']",54.7,68.1,3.4,Personal name many administration seat case shoulder a a white travel project real any clearly even back human.
food_000100,Citrus Breakfast,Middle Eastern,Street Food,Odisha,Berry Season,Rainy,medium,576,7.2,28.6,72.4,"['corn', 'almond', 'garlic']","['Heart-Healthy', 'High Protein']","['Focused', 'Relaxed', 'Comfort']",71.8,96.4,3.6,Suggest middle best issue trouble seek religious relate than.
food_000101,Golden Snacks,Nordic,Seafood,Sikkim,Summer Vacation,Windy,high,354,31.5,28.9,0.0,[],"['Heart-Healthy', 'Low Carb', 'Keto']","['Cozy', 'Romantic', 'Calm']",88.6,70.8,4.7,Notice including pick expert seem right east everybody them draw.
food_000102,Citrus Tea & Coffee,Nordic,Plant-based,Maharashtra,Harvest,Holiday,high,704,26.0,6.2,136.1,['milk'],"['Halal', 'Low Carb', 'Paleo']","['Savory', 'Spicy', 'Focused']",56.0,61.0,5.0,Read shake than face fine whom until leader law arrive.
food_000103,Grilled Tea & Coffee,Nordic,Plant-based,Telangana,Spring,Foggy,low,215,11.5,25.0,0.0,"['garlic', 'tree nuts', 'wheat']","['Low Carb', 'Nut-Free', 'Low Sugar']","['Sunny', 'Motivated', 'Relaxed']",85.4,90.6,3.8,Structure another herself agency test ok plant film they necessary responsibility either them relationship.
food_000104,Herbed Plant-based,Nordic,Juices,Bengal,Back to School,Cold,low,627,17.1,33.9,63.4,"['mustard', 'sulphites']","['Paleo', 'Dairy-Free', 'Pescatarian']","['Happy', 'Cheerful', 'Energized']",71.2,90.5,3.2,Government standard reach us book party song stop report lose month the either effect.
food_000105,Masala Salad,Mexican,Salads,East India,Monsoon,Cool,premium,336,5.1,23.4,26.2,"['hazelnut', 'fish']","['Gluten-Free', 'Halal']","['Romantic', 'Comfort', 'Social']",47.7,82.9,3.2,Who ball politics apply PM understand edge there hit base.
food_000106,Herbed Soups,Latin American,Wraps,East India,Monsoon,Monsoon,medium,472,5.4,28.3,48.9,"['tree nuts', 'celery']",['Paleo'],"['Relaxed', 'Peaceful', 'Comfort']",64.5,59.4,3.9,Keep development be phone however raise final job language analysis degree machine responsibility.
food_000107,Golden Juices,American Comfort,Dinner,Gujarat,Monsoon,Windy,medium,473,15.4,15.3,68.4,[],['Dairy-Free'],"['Comfort', 'Nostalgic', 'Social']",58.1,89.0,4.5,Talk concern newspaper leader quickly open white theory seven control fire clear call plan mean exist field success.
food_000108,Spiced Healthy Bowls,Vietnamese,Rice Dishes,Northeast India,Summer,Heatwave,high,404,7.0,30.2,26.0,['garlic'],['Vegetarian'],"['Sweet', 'Relaxed', 'Comfort']",64.4,79.4,3.4,Southern agent lawyer commercial stock simple four however standard against report phone number.
food_000109,Zesty Pasta,Mexican,Tea & Coffee,Delhi,Summer,Seasonal,medium,236,12.5,11.2,21.3,['yeast'],"['Kosher', 'Dairy-Free']","['Relaxed', 'Nostalgic', 'Cozy']",55.8,77.0,3.1,Charge continue table job argue eye party evidence development next.
food_000110,Grilled Tea & Coffee,Moroccan,Juices,Rajasthan,Autumn,Sunny,premium,91,8.2,33.4,0.0,"['soy', 'lupin']",['Low Carb'],"['Romantic', 'Comfort', 'Cheerful']",86.5,77.5,3.5,Among sea student law camera the begin then behavior value open nothing share place player.
food_000111,Grilled Main Course,North Indian,Seafood,Jammu & Kashmir,Festive,Cold,high,185,36.0,23.8,0.0,[],['Vegetarian'],"['Calm', 'Energized', 'Happy']",84.3,60.0,3.8,Success my commercial dog high series each ever government north job.
food_000112,Masala Salad,Healthy Fusion,Street Food,Maharashtra,Thanksgiving,Warm,high,202,21.1,31.6,0.0,[],"['Gluten-Free', 'Heart-Healthy']","['Motivated', 'Nostalgic', 'Sweet']",87.6,62.7,3.2,Information line get sign product push kid maintain.
food_000113,Smoked Juices,Healthy Fusion,Sandwiches,Goa,Warm Weather,Monsoon,low,639,30.9,9.0,108.6,['yeast'],"['Vegetarian', 'Low Sodium']","['Comfort', 'Sunny', 'Nostalgic']",66.7,55.3,3.4,Capital mention someone source force skin look person including dog bar enough.
food_000114,Herbed Sushi,African,Grills,Telangana,Eid,Breezy,premium,177,21.2,22.5,0.0,[],"['Paleo', 'Keto']","['Nostalgic', 'Festive', 'Cheerful']",76.4,72.0,4.4,Drug because black indicate cup animal age factor inside voice like catch itself condition student foreign step tell fact.
food_000115,Grilled Sandwiches,Nordic,Sushi,Gujarat,Monsoon,Windy,medium,557,13.9,4.7,114.8,"['mustard', 'nightshades', 'sesame']",['Gluten-Free'],"['Focused', 'Nostalgic', 'Energized']",85.8,70.4,4.7,Degree third clearly admit anything shake always Republican though scene leader not cause million movement ability do soon floor.
food_000116,Fresh Curry,French,Main Course,Rajasthan,Winter,Misty,premium,846,22.9,3.8,180.1,[],['Vegan'],"['Calm', 'Adventurous', 'Social']",87.1,59.4,3.7,Stuff else report player protect treatment family keep generation discuss business.
food_000117,Citrus Snacks,American Comfort,Rice Dishes,Odisha,Monsoon,Cloudy,high,123,37.8,2.2,0.0,"['garlic', 'gluten', 'celery']","['Pescatarian', 'Gluten-Free', 'Low Sodium']","['Social', 'Focused', 'Festive']",68.0,94.7,3.9,Follow later nation ago effect leader road close determine two price challenge without.
food_000118,Roasted Smoothies,African,Curry,West Bengal,Spring,Cloudy,high,220,17.9,22.7,0.0,[],"['Halal', 'High Protein']","['Spicy', 'Happy', 'Comforting']",58.2,89.3,3.8,At example leader television million institution something most central site represent respond several more none.
food_000119,Masala Wrap,Australian,Seafood,Assam,Eid,Holiday,high,752,11.2,18.9,134.3,['wheat'],"['Halal', 'Heart-Healthy']","['Focused', 'Savory', 'Calm']",84.1,89.0,4.6,When here clearly information notice could this year party record contain author particularly sing training maintain.
food_000120,Grilled Seafood,Turkish,Salads,West Bengal,Cold Weather,Cool,high,118,5.4,8.5,5.0,[],"['Low Sugar', 'Kosher']","['Adventurous', 'Cheerful', 'Focused']",72.9,64.4,3.1,This food difference image recent rather despite her suddenly woman treat according quality defense believe.
food_000121,Herbed Street Food,Mediterranean,Healthy Bowls,East India,Christmas,Holiday,high,389,14.3,34.2,6.0,"['cashew', 'sulphites', 'soy']","['Halal', 'Keto', 'Nut-Free']","['Sweet', 'Focused', 'Sunny']",68.2,86.5,4.5,Check walk popular force why imagine edge know experience crime rock wish brother again.
food_000122,Golden Soups,Turkish,Lunch,Rajasthan,Berry Season,Warm,low,734,23.5,32.8,86.2,['lupin'],"['Low Sodium', 'Nut-Free']","['Relaxed', 'Cheerful', 'Motivated']",84.5,61.0,3.5,Marriage describe those forward however inside item health across fight want opportunity manager strong night always between maintain.
food_000123,Creamy Seafood,Japanese,Sandwiches,North India,Thanksgiving,Humid,high,467,15.3,13.4,71.3,['soy'],"['Gluten-Free', 'Kosher']","['Energized', 'Nostalgic', 'Comfort']",86.8,90.6,3.5,Space discover before campaign despite debate tonight drop hand however character agreement add enter.
food_000124,Creamy Rice Dishes,Caribbean,Pasta,Northeast India,Ramadan,Sunny,low,248,25.1,15.5,2.0,['corn'],"['Low Carb', 'Nut-Free', 'Paleo']","['Nostalgic', 'Calm', 'Romantic']",62.5,57.3,3.8,At look sure item oil drug however eat.
food_000125,Smoked Snacks,Brazilian,Bread,South India,Berry Season,Monsoon,premium,106,9.9,22.5,0.0,[],"['Kosher', 'High Protein']","['Happy', 'Festive', 'Relaxed']",70.1,97.0,3.4,Report generation say particular include policy Mrs medical.
food_000126,Chutney Salad,Brazilian,Main Course,Jammu & Kashmir,Spring,Snowy,premium,634,17.7,26.6,81.0,"['onion', 'corn', 'yeast']","['Diabetes-Friendly', 'Dairy-Free', 'Keto']","['Happy', 'Nostalgic', 'Relaxed']",48.2,64.8,4.8,Focus dinner indicate spring some amount college fall wide official can wide cell yeah avoid state course.
food_000127,Smoked Plant-based,Latin American,Fermented,Odisha,Festive,Humid,premium,277,6.8,15.1,28.5,['sesame oil'],"['Nut-Free', 'Heart-Healthy']","['Relaxed', 'Savory', 'Sunny']",68.1,97.5,4.1,Who left yet add couple blood protect kitchen fine sign move summer would each what another school matter.
food_000128,Grilled Desserts,Greek,Plant-based,Telangana,Autumn,Thunderstorm,premium,660,24.3,26.7,80.6,[],"['Halal', 'Heart-Healthy']","['Cozy', 'Festive', 'Sunny']",94.0,95.4,4.1,Real fill news move early face phone Congress science number.
food_000129,Spiced Juices,Japanese,Lunch,Delhi,Navratri,Stormy,premium,566,37.0,31.4,33.9,"['mustard', 'sesame']","['Keto', 'Pescatarian']","['Calm', 'Adventurous', 'Nostalgic']",88.3,55.9,4.5,Build from close future country and suffer career arrive by.
food_000130,Citrus Dessertbites,Filipino,Dessertbites,Telangana,Ramadan,Heatwave,low,137,21.6,6.0,0.0,['onion'],"['Vegetarian', 'Gluten-Free', 'Keto']","['Social', 'Energized', 'Calm']",71.9,68.4,3.9,Here character him page ahead left little could eight manager create off see risk need admit think certain.
food_000131,Citrus Seafood,Filipino,Snacks,Central India,Winter,Stormy,medium,688,19.0,33.6,77.4,"['soy', 'sesame']","['Gluten-Free', 'Paleo', 'Vegetarian']","['Sunny', 'Energized', 'Focused']",74.2,75.4,4.7,Garden lead concern among just agent billion source itself shoulder cultural task.
food_000132,Grilled Rice Dishes,Nordic,Fermented,Central India,Winter,Monsoon,high,257,24.8,0.8,37.6,"['hazelnut', 'cashew']","['Pescatarian', 'Heart-Healthy']","['Sunny', 'Comforting', 'Motivated']",87.7,65.9,3.4,Hand defense indicate general drop bank woman administration side.
food_000133,Tandoori Bowl,Moroccan,Dessertbites,Goa,Cold Weather,Festive,premium,573,4.4,34.6,61.0,"['cashew', 'hazelnut']","['Dairy-Free', 'Keto', 'Gluten-Free']","['Peaceful', 'Calm', 'Energized']",90.7,82.5,4.3,Affect fast such police east list major stand.
food_000134,Smoked Street Food,Japanese,Juices,Punjab,Warm Weather,Holiday,medium,823,29.1,24.2,122.2,"['onion', 'mustard']",['Low Sodium'],"['Nostalgic', 'Romantic', 'Happy']",70.2,82.4,4.5,Land central hand child they step stock another federal worry toward culture.
food_000135,Citrus Healthy Bowls,Thai,Soups,North India,Diwali,Thunderstorm,high,346,24.3,16.5,25.1,[],"['Low Sugar', 'Low Carb']","['Romantic', 'Sunny', 'Peaceful']",47.8,60.1,3.8,Beyond today up myself authority team blood goal nation represent machine.
food_000136,Citrus Rice Dishes,Caribbean,Tea & Coffee,Rajasthan,Summer,Monsoon,premium,261,13.9,2.5,45.7,['wheat'],['Diabetes-Friendly'],"['Relaxed', 'Adventurous', 'Cozy']",56.1,74.4,3.8,Political church finally edge really yard trial gas such space although finish but conference hot treat.
food_000137,Spiced Rice Dishes,Nordic,Dessertbites,Assam,Harvest,Sunny,premium,831,11.5,24.4,141.3,"['onion', 'wheat', 'mustard']",['Gluten-Free'],"['Energized', 'Nostalgic', 'Sweet']",51.8,69.8,4.5,Art again him bit prepare machine item market project total east tough.
food_000138,Smoked Juices,American Comfort,Beverages,Delhi,Winter,Stormy,low,214,10.0,1.3,40.6,[],"['Low Carb', 'Kosher']","['Spicy', 'Energized', 'Sweet']",51.5,76.7,4.3,Example institution almost back full easy stop knowledge per market what dog company six.
food_000139,Roasted Wraps,Vietnamese,Tea & Coffee,Kerala,Harvest,Sunny,medium,757,5.8,18.5,141.8,"['peanuts', 'onion', 'sesame oil']",['Dairy-Free'],"['Romantic', 'Savory', 'Happy']",82.1,81.8,4.2,Human although above car plan natural thank physical by save ball mission behavior.
food_000140,Masala Bowl,North Indian,Curry,West Bengal,Harvest,Monsoon,premium,767,5.4,4.3,176.7,[],"['Gluten-Free', 'Halal', 'Heart-Healthy']","['Romantic', 'Festive', 'Calm']",71.2,79.7,5.0,Name discussion which camera choice figure opportunity set field practice daughter plan radio.
food_000141,Herbed Snacks,French,Healthy Bowls,Central India,Navratri,Thunderstorm,premium,126,2.4,5.3,17.2,"['sesame oil', 'sesame', 'egg']","['Nut-Free', 'Gluten-Free']","['Romantic', 'Sunny', 'Sweet']",62.4,82.8,3.5,Eight improve beyond though television bar throughout your economy case former student.
food_000142,Herbed Wraps,East Asian,Tea & Coffee,North India,Spring,Humid,low,684,20.3,20.1,105.5,"['sesame oil', 'gluten']","['Paleo', 'High Protein', 'Heart-Healthy']","['Romantic', 'Cozy', 'Motivated']",77.4,73.8,3.1,According government ball low expert remain edge behind customer wide lot set rather important.
food_000143,Zesty Tea & Coffee,German,Sushi,Maharashtra,Navratri,Heatwave,premium,797,25.5,15.4,139.1,"['tree nuts', 'yeast', 'sesame oil']",['Vegetarian'],"['Focused', 'Peaceful', 'Happy']",70.5,86.2,4.7,Become Congress east media body off coach feel by.
food_000144,Herbed Sandwiches,Spanish,Rice Dishes,Delhi,Christmas,Stormy,low,534,32.4,16.0,65.1,[],"['Vegetarian', 'Vegan']","['Sunny', 'Cozy', 'Energized']",68.7,91.8,4.7,Own spend station face we interesting practice owner young manage purpose carry card note.
food_000145,Fresh Street Food,Korean,Street Food,Goa,Spring,Stormy,high,653,31.2,21.2,84.4,"['peanuts', 'almond', 'fish']",['Nut-Free'],"['Comforting', 'Nostalgic', 'Spicy']",64.3,85.8,4.4,Bag degree star be theory arrive rule remember.
food_000146,Creamy Salads,Italian,Pasta,Tamil Nadu,Harvest,Windy,medium,548,33.3,7.1,87.7,[],"['Keto', 'Kosher', 'High Protein']","['Motivated', 'Sweet', 'Peaceful']",85.1,69.5,4.9,Safe beat that learn trade book staff group change house early three mention research carry citizen far vote tell.
food_000147,Sambar Salad,Nordic,Beverages,East India,Warm Weather,Humid,premium,596,35.5,14.9,80.0,['sesame'],"['Nut-Free', 'Paleo']","['Motivated', 'Adventurous', 'Sweet']",81.7,81.2,4.2,Doctor center group hospital significant election evidence live owner everything.
food_000148,Smoked Pasta,Filipino,Curry,South India,Harvest,Dry,premium,811,13.0,12.4,161.8,['onion'],"['Nut-Free', 'Halal', 'Vegan']","['Comforting', 'Spicy', 'Happy']",97.0,83.9,4.3,Office include region technology consider down material high player mouth its bring Republican.
food_000149,Roasted Fermented,Japanese,Desserts,Punjab,Spring,Dry,medium,244,39.4,24.1,0.0,"['shellfish', 'yeast']",['Halal'],"['Motivated', 'Romantic', 'Spicy']",48.3,61.3,4.5,Crime within firm stock design ever seat worry computer.
food_000150,Citrus Curry,Moroccan,Lunch,Delhi,Christmas,Thunderstorm,high,135,2.5,9.2,10.6,"['fish', 'cashew', 'hazelnut']","['Halal', 'Kosher', 'Dairy-Free']","['Spicy', 'Social', 'Sweet']",86.4,81.7,3.9,Between pick where finish stay short kind soldier large coach board window story put song ever.
food_000151,Golden Main Course,Italian,Curry,Uttar Pradesh,Monsoon,Humid,low,85,14.6,25.0,0.0,"['sesame oil', 'milk']","['Dairy-Free', 'High Protein', 'Kosher']","['Sweet', 'Spicy', 'Comforting']",53.1,61.7,4.6,Standard speech door style animal group and realize father base test wish until.
food_000152,Smoked Salads,Spanish,Curry,Delhi,Summer,Cold,low,759,14.6,12.9,146.1,"['yeast', 'cashew', 'gluten']",['Halal'],"['Motivated', 'Calm', 'Sweet']",84.9,64.4,4.4,Debate candidate and people son stuff including simply.
food_000153,Fresh Seafood,Filipino,Grills,Goa,Summer Vacation,Heatwave,premium,124,13.3,23.0,0.0,[],['Vegetarian'],"['Relaxed', 'Social', 'Sweet']",49.4,68.8,4.7,Near relationship recently edge our every exist baby economic win if cut black from involve painting.
food_000154,Masala Bowl,German,Bread,Kerala,Winter,Breezy,low,135,8.8,9.2,4.2,"['corn', 'celery']","['Kosher', 'Low Sugar']","['Cheerful', 'Comfort', 'Sunny']",88.5,58.0,4.1,Positive quality effect those fight song concern near send month always cover knowledge line about traditional catch risk any.
food_000155,Roasted Pasta,Mediterranean,Healthy Bowls,Assam,Autumn,Cool,high,168,12.7,32.5,0.0,[],"['Low Sodium', 'Low Carb']","['Calm', 'Adventurous', 'Sunny']",88.6,71.4,4.9,Program prevent you safe week matter operation possible strong sign.
food_000156,Spiced Sushi,Peruvian,Curry,Kerala,Autumn,Rainy,low,690,17.0,19.4,111.8,"['shellfish', 'corn']","['Paleo', 'Gluten-Free', 'Heart-Healthy']","['Calm', 'Festive', 'Social']",56.1,58.7,3.4,Seat weight shake play design modern there return these war American area inside born.
food_000157,Herbed Salads,Mediterranean,Appetizers,Central India,Summer,Foggy,premium,823,24.1,33.3,106.7,['peanuts'],"['Gluten-Free', 'Heart-Healthy']","['Social', 'Cheerful', 'Happy']",80.6,70.4,3.7,Dream anyone born man participant figure two idea government.
food_000158,Smoked Tea & Coffee,Mexican,Beverages,Karnataka,Navratri,Stormy,low,837,26.4,10.0,160.3,"['garlic', 'nightshades']","['Halal', 'Kosher']","['Nostalgic', 'Happy', 'Spicy']",81.0,70.5,3.4,Class hand three wide suggest think health certainly environment region security serve enter fire send paper present.
food_000159,Zesty Rice Dishes,German,Rice Dishes,Bengal,Summer,Sunny,premium,111,32.9,20.5,0.0,[],"['Low Carb', 'Diabetes-Friendly', 'Heart-Healthy']","['Happy', 'Adventurous', 'Comforting']",56.3,88.1,3.4,Worker of section charge along own toward born various cause hard practice provide company market.
food_000160,Golden Bread,Japanese,Healthy Bowls,Assam,Winter,Stormy,high,249,30.8,5.3,19.5,['garlic'],"['Vegan', 'Keto']","['Happy', 'Calm', 'Relaxed']",75.0,61.8,3.7,Happy country relationship ok society attention relationship body machine.
food_000161,Chutney Salad,North Indian,Rice Dishes,Andhra Pradesh,Autumn,Heatwave,high,672,22.7,6.5,130.7,[],"['Low Carb', 'Low Sugar', 'Keto']","['Peaceful', 'Sunny', 'Comforting']",64.4,83.1,4.0,Upon property even already attention could involve dark write nation various later program section surface.
food_000162,Grilled Healthy Bowls,Indonesian,Main Course,Tamil Nadu,Monsoon,Humid,premium,696,29.3,4.6,134.3,[],"['Diabetes-Friendly', 'High Protein']","['Social', 'Sweet', 'Focused']",88.0,64.9,3.0,Pull garden skill matter attention religious appear reveal bed.
food_000163,Zesty Smoothies,East Asian,Lunch,Rajasthan,Valentine,Humid,premium,693,38.8,22.5,83.8,"['egg', 'shellfish']","['Diabetes-Friendly', 'Pescatarian']","['Happy', 'Focused', 'Calm']",83.6,92.8,4.2,Often fall dream purpose apply add attorney best scene stand rate part.
food_000164,Golden Dinner,German,Bread,Andhra Pradesh,Back to School,Festive,low,315,16.4,5.1,50.9,"['tree nuts', 'sesame oil', 'peanuts']",['Diabetes-Friendly'],"['Savory', 'Energized', 'Spicy']",72.7,55.7,3.2,Produce new wind common value tree wait blood section address eight finish.
food_000165,Creamy Soups,Greek,Wraps,Goa,Spring,Heatwave,high,573,32.0,13.7,80.4,[],"['Paleo', 'Diabetes-Friendly']","['Happy', 'Calm', 'Relaxed']",84.3,80.3,4.2,Establish develop hand rate recognize professional show impact white move hundred budget stock message interest in whole.
food_000166,Smoked Tea & Coffee,Greek,Snacks,Assam,Winter,Misty,premium,403,17.5,4.2,73.8,"['yeast', 'corn']","['Halal', 'Dairy-Free', 'Paleo']","['Sunny', 'Social', 'Cozy']",76.0,73.3,3.4,Rich north skill best station tree yard anything anyone seven manage different those hot.
food_000167,Fresh Plant-based,German,Desserts,Central India,Autumn,Stormy,premium,796,38.1,4.0,151.9,[],['Kosher'],"['Comfort', 'Relaxed', 'Adventurous']",86.7,76.9,4.9,Many analysis me activity girl success from role none successful price almost.
food_000168,Idli Bowl,Japanese,Smoothies,Northeast India,Citrus Season,Heatwave,low,259,26.3,15.6,3.3,"['shellfish', 'milk']","['High Protein', 'Dairy-Free', 'Gluten-Free']","['Energized', 'Comforting', 'Calm']",79.8,63.7,5.0,Tough land miss take culture wait produce time effect affect audience each step season hear.
food_000169,Zesty Appetizers,Greek,Breakfast,North India,Summer,Cloudy,high,823,33.5,32.1,100.0,"['fish', 'sesame oil']",['Heart-Healthy'],"['Sunny', 'Sweet', 'Comfort']",96.1,70.0,3.4,Identify event today factor authority particularly family about practice write.
food_000170,Creamy Sushi,Italian,Curry,Jammu & Kashmir,Valentine,Breezy,medium,575,31.3,26.6,52.6,"['wheat', 'gluten', 'garlic']",['Low Carb'],"['Relaxed', 'Sunny', 'Calm']",69.3,96.3,4.6,There write arm box box bring public cut style cover including over deal.
food_000171,Zesty Beverages,Mediterranean,Smoothies,Central India,Navratri,Cloudy,medium,567,13.9,8.0,109.8,['garlic'],"['Low Sugar', 'Keto', 'Halal']","['Calm', 'Festive', 'Social']",54.7,79.7,3.4,Site mean across better any message morning talk exactly condition painting focus despite daughter although anything now almost let.
food_000172,Spiced Seafood,Moroccan,Seafood,Northeast India,Winter,Seasonal,premium,460,25.6,17.5,50.0,"['garlic', 'soy']","['Low Carb', 'Low Sugar', 'Keto']","['Sweet', 'Adventurous', 'Energized']",92.5,97.4,4.0,Glass age participant institution operation history home series.
food_000173,Spiced Breakfast,Latin American,Tea & Coffee,Assam,Back to School,Warm,medium,770,10.0,20.5,136.4,"['soy', 'yeast']","['High Protein', 'Paleo']","['Happy', 'Cheerful', 'Comforting']",77.5,69.0,4.0,Water fly amount note worry happen minute bag also edge create turn draw structure.
food_000174,Herbed Juices,Middle Eastern,Sushi,Kerala,Warm Weather,Stormy,high,356,32.6,19.7,12.1,['garlic'],['Low Sodium'],"['Cozy', 'Happy', 'Adventurous']",55.4,91.8,4.6,Blood blood his factor hundred only forward good generation customer.
food_000175,Tandoori Salad,North Indian,Salads,Uttar Pradesh,Ramadan,Windy,high,449,15.7,19.7,52.2,"['peanuts', 'lupin', 'almond']","['Low Sugar', 'Dairy-Free', 'Heart-Healthy']","['Spicy', 'Focused', 'Nostalgic']",63.2,89.8,3.7,Hold me admit somebody glass yet size society thank science cost task enough property method step field.
food_000176,Creamy Rice Dishes,Indonesian,Desserts,Rajasthan,Citrus Season,Warm,premium,707,23.7,29.8,86.0,['sulphites'],"['Dairy-Free', 'Halal']","['Festive', 'Sunny', 'Savory']",53.6,58.1,4.6,Standard nearly trade available interesting focus final truth central represent road clearly party so fall discuss high.
food_000177,Smoked Beverages,East Asian,Juices,Maharashtra,Valentine,Cloudy,premium,486,5.9,2.7,109.5,[],"['Gluten-Free', 'Vegan']","['Festive', 'Adventurous', 'Relaxed']",74.1,92.8,3.6,Us lead forward they education action recent popular key film a.
food_000178,Fresh Sandwiches,South Indian,Lunch,Central India,Eid,Warm,high,633,37.5,19.4,77.1,['wheat'],"['Heart-Healthy', 'Nut-Free', 'Halal']","['Sweet', 'Cozy', 'Peaceful']",95.3,60.8,4.8,Hard newspaper personal artist good leave water provide measure score south.
food_000179,Grilled Healthy Bowls,East Asian,Appetizers,Karnataka,Winter,Heatwave,medium,373,19.8,0.8,71.7,"['mustard', 'gluten', 'corn']","['High Protein', 'Kosher']","['Comfort', 'Spicy', 'Comforting']",95.2,94.6,3.8,Image really fear adult writer fall this also public amount show keep prepare.
food_000180,Smoked Grills,Japanese,Soups,Uttar Pradesh,Summer,Thunderstorm,premium,707,32.7,24.1,89.8,"['corn', 'shellfish']",['Low Sodium'],"['Adventurous', 'Nostalgic', 'Romantic']",84.4,67.2,4.2,Very send simply exist sense none practice politics worry.
food_000181,Grilled Tea & Coffee,South Indian,Beverages,Gujarat,Diwali,Foggy,medium,528,29.6,8.5,83.3,"['corn', 'mustard']","['Halal', 'High Protein']","['Energized', 'Cheerful', 'Relaxed']",71.2,61.5,3.1,Level board college material true some oil source firm plant into arrive answer remember.
food_000182,Sambar Wrap,Japanese,Dessertbites,Karnataka,Autumn,Stormy,low,835,39.8,7.4,152.3,['garlic'],"['Dairy-Free', 'Heart-Healthy']","['Cheerful', 'Focused', 'Energized']",50.0,86.6,3.5,After ten company center receive only pattern consider food case message painting large boy with position hundred prepare.
food_000183,Roasted Sushi,Indonesian,Wraps,Andhra Pradesh,Winter,Humid,high,202,17.0,8.9,13.5,"['hazelnut', 'sesame oil', 'tree nuts']","['Gluten-Free', 'Keto']","['Focused', 'Happy', 'Relaxed']",75.8,96.7,4.9,Remember within perhaps speak heart trouble Mr cup.
food_000184,Zesty Plant-based,Latin American,Desserts,West Bengal,New Year,Warm,premium,740,30.8,28.3,90.5,"['lupin', 'tree nuts', 'sesame']",['Diabetes-Friendly'],"['Motivated', 'Spicy', 'Nostalgic']",55.2,73.9,3.4,Individual close these nothing total explain kid there page.
food_000185,Grilled Sandwiches,Filipino,Curry,Rajasthan,Summer,Heatwave,medium,382,33.1,19.2,19.2,"['soy', 'gluten', 'sesame oil']","['High Protein', 'Low Sodium']","['Relaxed', 'Spicy', 'Sunny']",86.1,74.5,4.0,Particularly hotel administration well skill last example form once pull itself price cause dark deal against theory.
food_000186,Grilled Beverages,Latin American,Snacks,Assam,Summer,Rainy,medium,112,9.7,17.2,0.0,"['almond', 'garlic', 'onion']","['Low Carb', 'Vegetarian', 'Low Sodium']","['Calm', 'Relaxed', 'Comfort']",75.3,59.2,4.3,Authority serve memory water factor exist fear TV serve stock soon often another figure might.
food_000187,Roasted Grills,Brazilian,Healthy Bowls,East India,Spring,Festive,medium,121,29.9,29.3,0.0,[],['High Protein'],"['Spicy', 'Sunny', 'Social']",56.4,58.4,4.1,From clear trade range deal expect professor only day cultural that speech phone product else statement camera bar through.
food_000188,Creamy Snacks,Nordic,Rice Dishes,Jammu & Kashmir,Eid,Breezy,medium,250,32.1,19.5,0.0,"['lupin', 'sulphites', 'yeast']","['Halal', 'Low Sugar']","['Cozy', 'Cheerful', 'Calm']",79.8,76.7,3.8,Item accept stage heart true light professional store sea smile reality hair.
food_000189,Tandoori Wrap,French,Pasta,Karnataka,Summer Vacation,Snowy,medium,299,34.5,1.2,37.5,"['yeast', 'onion']","['Paleo', 'Vegan', 'Vegetarian']","['Motivated', 'Comforting', 'Adventurous']",81.6,90.3,3.5,Since seem if third use court anyone chance operation lose student.
food_000190,Fresh Beverages,Filipino,Salads,North India,Summer,Warm,premium,579,33.4,24.3,56.7,"['milk', 'wheat']","['Gluten-Free', 'Kosher']","['Energized', 'Cheerful', 'Comforting']",93.1,79.8,3.8,Tell sure may down before represent point others away east across concern firm area hit alone voice visit.
food_000191,Roasted Grills,Indonesian,Fermented,South India,Christmas,Rainy,low,122,14.1,20.0,0.0,['milk'],"['Kosher', 'High Protein', 'Diabetes-Friendly']","['Savory', 'Sweet', 'Peaceful']",82.0,69.1,3.4,Per practice purpose establish high always today of happy ground production.
food_000192,Creamy Grills,North Indian,Curry,Delhi,Valentine,Cloudy,premium,524,31.4,5.0,88.3,"['celery', 'cashew', 'wheat']",['High Protein'],"['Calm', 'Relaxed', 'Festive']",74.6,60.8,3.6,First grow stock music serve buy radio daughter kid lawyer note room mother.
food_000193,Grilled Healthy Bowls,Thai,Pasta,South India,Winter,Cool,medium,711,33.2,28.2,81.1,['shellfish'],"['Halal', 'Gluten-Free', 'Kosher']","['Relaxed', 'Romantic', 'Energized']",68.3,81.8,4.9,Foreign much recent total far manage might yeah society rule road everyone.
